name,specialties,city,experience,fee,photoUrl,rating,about,isAvailableForCallNow
Dr. Muhammad Arslan Riaz,"General Physician",No Address Available,1.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Arslan Riaz is a dedicated professional with a passion for patient care.,True
Dr. Ruqya Amir,"Gynecologist",No Address Available,3.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ruqya Amir is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Ilyas,"General Physician",Dera Ghazi Khan,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Ilyas is a dedicated professional with a passion for patient care.,True
Dr. Anwisha Samreen,"General Physician",No Address Available,1.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Anwisha Samreen is a dedicated professional with a passion for patient care.,False
Dr. Fiaz Ahmad,"General Physician",No Address Available,1.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Fiaz Ahmad is a dedicated professional with a passion for patient care.,True
Dr. Aasif Gurmani,"Urologist, Sexologist, Andrologist",Dera Ghazi Khan,16.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Aasif Gurmani is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Hammad Hassan,"Endourologist, Sexologist, Endourologist",Dera Ghazi Khan,9.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Hammad Hassan is a dedicated professional with a passion for patient care.,False
Dr. Ali Murtaza,"Ent Specialist",No Address Available,2.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ali Murtaza is a dedicated professional with a passion for patient care.,True
Dr. Hafiz Muhammad Awais Iqbal,"Dermatologist",Dera Ismail Khan,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Hafiz Muhammad Awais Iqbal is a dedicated professional with a passion for patient care.,True
Dr. Zubair Ur Rehman Khan,"Dermatologist",Dera Ismail Khan,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,91.0,Dr. Dr. Zubair Ur Rehman Khan is a dedicated professional with a passion for patient care.,True
Dr. Qandeela Irum Qureshi,"Gynecologist",No Address Available,12.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Qandeela Irum Qureshi is a dedicated professional with a passion for patient care.,True
Dr. Samiullah,"Pediatrician",No Address Available,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Samiullah is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Basit Hashmi,"Pediatrician",No Address Available,10.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Basit Hashmi is a dedicated professional with a passion for patient care.,True
Dr. Rashid Qayum,"General Physician",No Address Available,4.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Rashid Qayum is a dedicated professional with a passion for patient care.,True
Dr. Hafiz Muhammad Tayyab,"General Physician",No Address Available,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Hafiz Muhammad Tayyab is a dedicated professional with a passion for patient care.,False
Dr. Mahroosha Noor Khan,"Pathologist",No Address Available,1.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Mahroosha Noor Khan is a dedicated professional with a passion for patient care.,False
Dr. Umar Ali Nazir,"General Physician",Dera Ismail Khan,2.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Umar Ali Nazir is a dedicated professional with a passion for patient care.,True
Dr. Anwar Ul Haq,"General Physician",No Address Available,6.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Anwar Ul Haq is a dedicated professional with a passion for patient care.,True
Dr. Behzad Kaleem Baloch,"Nephrologist",No Address Available,12.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Behzad Kaleem Baloch is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Sharjeel,"Eye Surgeon, Eye Specialist",Dera Ismail Khan,3.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Muhammad Sharjeel is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Azeem Tahir Azeemi,"Family Medicine, Andrologist, Pediatrician",Faisalabad,25.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Muhammad Azeem Tahir Azeemi is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Tufail,"Pediatrician",Dijkot,8.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Tufail is a dedicated professional with a passion for patient care.,True
Dr. Kiran Rani,"General Practitioner, Dermatologist",No Address Available,5.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Kiran Rani is a dedicated professional with a passion for patient care.,True
Dr. Irshad Ali Sanpal,"General Physician",Dunyapur,20.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Irshad Ali Sanpal is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Shoaib Manzoor,"Nephrologist",Lodhran,11.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Asst. Prof. Dr. Shoaib Manzoor is a dedicated professional with a passion for patient care.,False
Dr. Sher Baz Khan,"Orthopedic Surgeon",No Address Available,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sher Baz Khan is a dedicated professional with a passion for patient care.,True
Dr. Fayaz Hussain,"Orthopedic Surgeon",Gilgit,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Fayaz Hussain is a dedicated professional with a passion for patient care.,False
Dr. Kazim Ali,"General Physician",No Address Available,2.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Kazim Ali is a dedicated professional with a passion for patient care.,False
Dr. Asma Hafeez,"Nephrologist",Gilgit,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Asma Hafeez is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Akif Rafi,"Ent Specialist",Gilgit,7.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Asst. Prof. Dr. Akif Rafi is a dedicated professional with a passion for patient care.,True
Dr. Khadim Ali,"Dermatologist",Gojra,6.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Khadim Ali is a dedicated professional with a passion for patient care.,False
Dr. Syeda Zahra Hassan Shamsi,"Gynecologist",Gojra,7.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Syeda Zahra Hassan Shamsi is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Irfan Rashed,"Gastroenterologist",Toba Tek Singh,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Muhammad Irfan Rashed is a dedicated professional with a passion for patient care.,True
Dr. Awais Aslam,"Pulmonologist / Lung Specialist",Faisalabad,15.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Awais Aslam is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Ikrama,"Pediatrician",No Address Available,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Ikrama is a dedicated professional with a passion for patient care.,False
Dr. Hafiz Muhammad Hanif,"Pediatrician",Gojra,22.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Hafiz Muhammad Hanif is a dedicated professional with a passion for patient care.,True
Dr. Sadia Nadeem,"General Physician",Toba Tek Singh,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Sadia Nadeem is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Hassan Nadeem,"Eye Surgeon",Gojra,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Muhammad Hassan Nadeem is a dedicated professional with a passion for patient care.,True
Dr. Abdul Rashid,"General Physician",Gujar Khan,28.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,75.0,Dr. Dr. Abdul Rashid is a dedicated professional with a passion for patient care.,False
Dr. Wafa Noor,"General Physician",No Address Available,7.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Wafa Noor is a dedicated professional with a passion for patient care.,False
Dr. Sumbal Wajid,"General Physician",No Address Available,1.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sumbal Wajid is a dedicated professional with a passion for patient care.,True
Dr. Shahzaib,"General Physician",No Address Available,1.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Shahzaib is a dedicated professional with a passion for patient care.,False
Dr. Maryam Qayyum,"Dermatologist",Gujrat,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Maryam Qayyum is a dedicated professional with a passion for patient care.,True
Dr. Iqra Usman,"Dermatologist",Gujrat,8.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Iqra Usman is a dedicated professional with a passion for patient care.,True
Dr. Sehrish Sohail,"Dermatologist",Gujrat,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sehrish Sohail is a dedicated professional with a passion for patient care.,False
Dr. Touseef Ansar,"Dermatologist",No Address Available,10.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Touseef Ansar is a dedicated professional with a passion for patient care.,True
Dr. Fahad Usman,"Dermatologist",Gujrat,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Fahad Usman is a dedicated professional with a passion for patient care.,True
Dr. Zaigham Abbas,"Neurologist",Gujrat,7.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Zaigham Abbas is a dedicated professional with a passion for patient care.,False
Dr. Robina Sajid,"Gynecologist",Gujrat,32.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Robina Sajid is a dedicated professional with a passion for patient care.,True
Dr. Maria Younas,"Gynecologist",Gujrat,5.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Maria Younas is a dedicated professional with a passion for patient care.,False
Dr. Syeda Tayyaba Ali Zaidi,"General Practitioner, Gynecologist",No Address Available,12.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Syeda Tayyaba Ali Zaidi is a dedicated professional with a passion for patient care.,False
Assoc. Prof. Dr. Shahida Husain Tarar,"Gynecologist",Gujrat,25.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Assoc. Prof. Dr. Shahida Husain Tarar is a dedicated professional with a passion for patient care.,True
Dr. Faisal Ahmed Zaeem,"Endourologist, Urologist",Gujrat,13.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Faisal Ahmed Zaeem is a dedicated professional with a passion for patient care.,True
Dr. Ashfaq Ali Awan,"Urologist",Gujrat,8.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ashfaq Ali Awan is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Mujahid Israr,"Gastroenterologist, Liver Specialist, General Physician, Internal Medicine Specialist",Gujrat,15.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Asst. Prof. Dr. Mujahid Israr is a dedicated professional with a passion for patient care.,True
Dr. Syed Babar Hussnain,"General Physician, General Physician, Gastroenterologist, Diabetologist",Gujrat,20.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Syed Babar Hussnain is a dedicated professional with a passion for patient care.,True
Dr. Arif Masood,"Chest Respiratory Specialist, Pulmonologist / Lung Specialist",Gujrat,35.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Arif Masood is a dedicated professional with a passion for patient care.,False
Dr. Bilal Hussain,"Orthopedic Surgeon",Gujrat,12.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Bilal Hussain is a dedicated professional with a passion for patient care.,False
Dr. Rehan Sittar,"Orthopedic Surgeon",Gujrat,8.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Rehan Sittar is a dedicated professional with a passion for patient care.,False
Dr. Bilal Khalid,"Orthopedic Surgeon",Rawalpindi,10.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Bilal Khalid is a dedicated professional with a passion for patient care.,False
Dr. Abdul Qadir,"Pediatrician",No Address Available,4.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdul Qadir is a dedicated professional with a passion for patient care.,False
Dr. Ijaz Ahmad,"Pediatrician",Gujrat,21.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ijaz Ahmad is a dedicated professional with a passion for patient care.,False
Dr. Hasnain Ashraf,"Pediatrician",No Address Available,4.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Hasnain Ashraf is a dedicated professional with a passion for patient care.,True
Dr. Mian Jawad Ahmed,"Pediatrician",Gujrat,13.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Mian Jawad Ahmed is a dedicated professional with a passion for patient care.,False
Dr. Waqar Masood,"Pediatrician",No Address Available,21.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Waqar Masood is a dedicated professional with a passion for patient care.,False
Dr. Usman Ali,"Pediatrician",Gujrat,1.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,86.0,Dr. Dr. Usman Ali is a dedicated professional with a passion for patient care.,False
Dr. Aisha Razzaq,"Pediatrician",Gujrat,9.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Aisha Razzaq is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Mujahid Israr,"Gastroenterologist, Liver Specialist, General Physician, Internal Medicine Specialist",Gujrat,15.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Asst. Prof. Dr. Mujahid Israr is a dedicated professional with a passion for patient care.,False
Dr. Syed Babar Hussnain,"General Physician, General Physician, Gastroenterologist, Diabetologist",Gujrat,20.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Syed Babar Hussnain is a dedicated professional with a passion for patient care.,True
Dr. Hafiz Adnan Aslam,"General Physician",No Address Available,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Hafiz Adnan Aslam is a dedicated professional with a passion for patient care.,False
Dr. Abdul Haseeb,"General Physician",Lalamusa,2.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdul Haseeb is a dedicated professional with a passion for patient care.,False
Dr. Aqib Hanif,"General Physician",No Address Available,7.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Aqib Hanif is a dedicated professional with a passion for patient care.,False
Dr. Azaz Ali,"General Physician",No Address Available,2.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Azaz Ali is a dedicated professional with a passion for patient care.,False
Dr. Pervez Ellahi,"General Physician",No Address Available,6.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Pervez Ellahi is a dedicated professional with a passion for patient care.,False
Dr. Rabia,"General Physician",No Address Available,3.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Rabia is a dedicated professional with a passion for patient care.,False
Dr. Talha Ejaz,"General Physician",Gujrat,1.0,200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Talha Ejaz is a dedicated professional with a passion for patient care.,True
Dr. Syed Sulman Masood,"General Physician",Gujrat,3.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Syed Sulman Masood is a dedicated professional with a passion for patient care.,False
Dr. Madiha Khalid,"General Physician",No Address Available,1.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Madiha Khalid is a dedicated professional with a passion for patient care.,False
Dr. Khansa Tariq,"Family Medicine",No Address Available,2.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Khansa Tariq is a dedicated professional with a passion for patient care.,False
Dr. Myra Liaqat,"Nephrologist",Gujrat,7.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Myra Liaqat is a dedicated professional with a passion for patient care.,False
Dr. Sumreen Khan,"Ent Specialist",No Address Available,3.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sumreen Khan is a dedicated professional with a passion for patient care.,False
Dr. Sehrish Jabeen,"Gynecologist",Hafizabad,10.0,0.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Sehrish Jabeen is a dedicated professional with a passion for patient care.,False
Prof. Dr. Brig Zaka Ullah Malik,"Orthopedic Surgeon",Hafizabad,32.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Prof. Dr. Brig Zaka Ullah Malik is a dedicated professional with a passion for patient care.,True
Dr. Maryam Saqib,"Pediatrician",Hafizabad,8.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Maryam Saqib is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Awais,"Pediatrician",Hafizabad,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,90.0,Dr. Dr. Muhammad Awais is a dedicated professional with a passion for patient care.,True
Dr. Abdul Samad Rasheed,"Pediatrician",Hafizabad,7.0,900.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdul Samad Rasheed is a dedicated professional with a passion for patient care.,True
Dr. Abdullah Sarfraz Cheema,"General Physician",No Address Available,6.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdullah Sarfraz Cheema is a dedicated professional with a passion for patient care.,True
Dr. Mirza Inam Ullah,"General Physician",No Address Available,2.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Mirza Inam Ullah is a dedicated professional with a passion for patient care.,False
Dr. Waqas Ahmad,"General Physician",Hafizabad,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Waqas Ahmad is a dedicated professional with a passion for patient care.,False
Dr. Zainab,"Gynecologist",No Address Available,2.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Zainab is a dedicated professional with a passion for patient care.,False
Dr. Tariq Ali,"General Physician",Hafizabad,6.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Tariq Ali is a dedicated professional with a passion for patient care.,False
Dr. Rana Haseeb Nasir,"General Physician",Hafizabad,5.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Rana Haseeb Nasir is a dedicated professional with a passion for patient care.,True
Dr. Hasham Ameen,"General Physician",No Address Available,2.0,250.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Hasham Ameen is a dedicated professional with a passion for patient care.,True
Dr. Shahzad Ahmad,"General Physician",Hafizabad,4.5,100.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Shahzad Ahmad is a dedicated professional with a passion for patient care.,True
Dr. Zeeshan Saeed,"Nephrologist",Hafizabad,4.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Zeeshan Saeed is a dedicated professional with a passion for patient care.,False
Dr. Umar Niazi,"Urologist",Hangu,18.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,92.0,Dr. Dr. Umar Niazi is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Atif Khan,"General Physician",Hangu,15.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Muhammad Atif Khan is a dedicated professional with a passion for patient care.,False
Dr. Niaz Akbar Afridi,"Dermatologist",Haripur,24.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Niaz Akbar Afridi is a dedicated professional with a passion for patient care.,True
Dr. Faizan Ali,"Dermatologist",Haripur,5.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Faizan Ali is a dedicated professional with a passion for patient care.,True
Dr. Zahid Hassan,"Neurologist",Abbottabad,5.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Zahid Hassan is a dedicated professional with a passion for patient care.,True
Dr. Malik Ehsan,"Neurologist",Haripur,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Malik Ehsan is a dedicated professional with a passion for patient care.,False
Dr. Nadia Abdullah,"Gynecologist",Haripur,10.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Nadia Abdullah is a dedicated professional with a passion for patient care.,False
Dr. Farah Khan,"Gynecologist",Abbottabad,4.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Farah Khan is a dedicated professional with a passion for patient care.,False
Dr. Ayesha Imtiaz,"Gynecologist",Haripur,9.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ayesha Imtiaz is a dedicated professional with a passion for patient care.,True
Dr. Syed Danish Mehmood,"Orthopedic Surgeon",Haripur,24.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Syed Danish Mehmood is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Muhammad Basharat,"Orthopedic Surgeon",Haripur,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Asst. Prof. Dr. Muhammad Basharat is a dedicated professional with a passion for patient care.,True
Dr. Syed Ali Abbas,"Orthopedic Surgeon",No Address Available,28.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Syed Ali Abbas is a dedicated professional with a passion for patient care.,True
Dr. Najam Siddiqui,"Pediatrician",Haripur,2.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,88.0,Dr. Dr. Najam Siddiqui is a dedicated professional with a passion for patient care.,False
