name,specialties,city,experience,fee,photoUrl,rating,about,isAvailableForCallNow
Dr. Nada Mughal,"General Physician",No Address Available,4.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,92.0,Dr. Dr. Nada Mughal is a dedicated professional with a passion for patient care.,True
Dr. Haq Nawaz,"General Physician",No Address Available,28.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Haq Nawaz is a dedicated professional with a passion for patient care.,True
Dr. Mubashir Younis,"General Physician",No Address Available,2.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Mubashir Younis is a dedicated professional with a passion for patient care.,False
Prof. Dr. Abid Hussain,"Nephrologist",Rahim Yar Khan,20.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Prof. Dr. Abid Hussain is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Azhar Iqbal,"Nephrologist",Rahim Yar Khan,11.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Asst. Prof. Dr. Azhar Iqbal is a dedicated professional with a passion for patient care.,True
Dr. Ahmad Raza,"Nephrologist",Rahim Yar Khan,4.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ahmad Raza is a dedicated professional with a passion for patient care.,True
Dr. Kanza Rehman,"Ent Specialist",Rahim Yar Khan,4.0,999.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Kanza Rehman is a dedicated professional with a passion for patient care.,False
Dr. Irshad Ul Haq,"Ent Specialist",Rahim Yar Khan,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Irshad Ul Haq is a dedicated professional with a passion for patient care.,False
Dr. Shahzad Qadri,"Ent Specialist",Rahim Yar Khan,10.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Shahzad Qadri is a dedicated professional with a passion for patient care.,False
Prof. Dr. Ghulam Sabir,"Eye Surgeon",Rahim Yar Khan,10.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Prof. Dr. Ghulam Sabir is a dedicated professional with a passion for patient care.,False
Dr. Faiz Rasool Chaudhry,"Eye Surgeon",Rahim Yar Khan,10.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Faiz Rasool Chaudhry is a dedicated professional with a passion for patient care.,False
Dr. Ali Bokhari,"Neuro Surgeon",Rahim Yar Khan,10.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ali Bokhari is a dedicated professional with a passion for patient care.,False
Dr. Ammara Batool,"Gynecologist",No Address Available,10.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ammara Batool is a dedicated professional with a passion for patient care.,True
Dr. Afia Majid,"Gynecologist",No Address Available,6.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Afia Majid is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Faisal Khursheed,"Pulmonologist / Lung Specialist",Rajan Pur,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Faisal Khursheed is a dedicated professional with a passion for patient care.,True
Dr. Zeeshan Sajid,"Pediatrician",Rajan Pur,10.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Zeeshan Sajid is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Arslan Tariq,"General Physician",Lahore,3.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Arslan Tariq is a dedicated professional with a passion for patient care.,False
Dr. Shabana Mehmood Malik,"General Physician",No Address Available,3.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Shabana Mehmood Malik is a dedicated professional with a passion for patient care.,True
Dr. Ahmad Hamza,"General Physician",No Address Available,3.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ahmad Hamza is a dedicated professional with a passion for patient care.,False
Dr. Haris Shakeel,"General Physician",No Address Available,1.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Haris Shakeel is a dedicated professional with a passion for patient care.,False
Assoc. Prof. Dr. Muhammad Abdul Quddus,"Gastroenterologist",No Address Available,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Assoc. Prof. Dr. Muhammad Abdul Quddus is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Raja Imtiaz Ahmed,"Pediatrician",No Address Available,10.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Asst. Prof. Dr. Raja Imtiaz Ahmed is a dedicated professional with a passion for patient care.,True
Assoc. Prof. Dr. Shahid Iqbal,"Pediatrician",Rawalakot,14.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Assoc. Prof. Dr. Shahid Iqbal is a dedicated professional with a passion for patient care.,True
Dr. Sania Altaf,"Pediatrician",Rawalakot,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sania Altaf is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Zubair,"Gastroenterologist",No Address Available,4.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Zubair is a dedicated professional with a passion for patient care.,True
Dr. Ifra Gul,"General Physician",No Address Available,2.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ifra Gul is a dedicated professional with a passion for patient care.,True
Dr. Bushra Hassan,"Dermatologist",No Address Available,4.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Bushra Hassan is a dedicated professional with a passion for patient care.,True
Dr. Saadia Waqas,"Pediatrician",No Address Available,7.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Saadia Waqas is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Yousuf,"Pediatrician",No Address Available,29.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Yousuf is a dedicated professional with a passion for patient care.,True
Dr. Tanweer Iqbal,"Nephrologist",No Address Available,20.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Tanweer Iqbal is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Kashif,"Dermatologist",Rahim Yar Khan,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Muhammad Kashif is a dedicated professional with a passion for patient care.,False
Dr. Sumera Yousaf,"Dermatologist",Khanpur,15.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sumera Yousaf is a dedicated professional with a passion for patient care.,True
Dr. Abdul Raheem,"Dermatologist",Sadiqabad,2.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,91.0,Dr. Dr. Abdul Raheem is a dedicated professional with a passion for patient care.,True
Dr. Sarah Anwar,"Dermatologist",Rahim Yar Khan,5.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,92.0,Dr. Dr. Sarah Anwar is a dedicated professional with a passion for patient care.,True
Dr. M.akram Ch,"Dermatologist",Sadiqabad,10.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. M.akram Ch is a dedicated professional with a passion for patient care.,True
Dr. Mansoor Mubarik,"Dermatologist",Sadiqabad,10.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Mansoor Mubarik is a dedicated professional with a passion for patient care.,True
Dr. Sehar Anwar,"Gynecologist",No Address Available,4.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Sehar Anwar is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Saddiq Haris,"Urologist",Sadiqabad,9.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Saddiq Haris is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Imran Sohail,"Pulmonologist / Lung Specialist",Sadiqabad,14.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Muhammad Imran Sohail is a dedicated professional with a passion for patient care.,True
Dr. Rasheed Ahmad Chohdry,"Orthopedic Surgeon",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Rasheed Ahmad Chohdry is a dedicated professional with a passion for patient care.,True
Dr. Waqar Cheema,"Orthopedic Surgeon",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Waqar Cheema is a dedicated professional with a passion for patient care.,False
Dr. Mohsin Bilal,"Orthopedic Surgeon",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Mohsin Bilal is a dedicated professional with a passion for patient care.,True
Dr. Mujahid Mehmood,"Orthopedic Surgeon",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Mujahid Mehmood is a dedicated professional with a passion for patient care.,True
Dr. Sher Mehmood,"Orthopedic Surgeon",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Sher Mehmood is a dedicated professional with a passion for patient care.,False
Dr. Sajid Iqbal,"Pediatrician",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Sajid Iqbal is a dedicated professional with a passion for patient care.,True
Dr. Saleem Ahmad Eidin,"Pediatrician",Sadiqabad,10.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Saleem Ahmad Eidin is a dedicated professional with a passion for patient care.,False
Dr. Nimra Arshad,"Gynecologist",No Address Available,4.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Nimra Arshad is a dedicated professional with a passion for patient care.,False
Dr. Asif Javed Bismil,"General Physician",No Address Available,14.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Asif Javed Bismil is a dedicated professional with a passion for patient care.,False
Dr. Imran Raees,"General Physician",No Address Available,8.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Imran Raees is a dedicated professional with a passion for patient care.,True
Dr. Yousaf Saeed,"General Physician",No Address Available,1.0,250.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Yousaf Saeed is a dedicated professional with a passion for patient care.,True
Dr. Taimur Ul Hassan,"General Physician",Sadiqabad,2.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Taimur Ul Hassan is a dedicated professional with a passion for patient care.,True
Dr. Sara Rashid,"Family Medicine",No Address Available,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Sara Rashid is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Abdul Moheymun,"General Surgeon",No Address Available,4.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Abdul Moheymun is a dedicated professional with a passion for patient care.,True
Dr. Fiza Amjad,"General Physician",No Address Available,2.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Fiza Amjad is a dedicated professional with a passion for patient care.,True
Dr. Munir Ahmad,"General Physician",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Munir Ahmad is a dedicated professional with a passion for patient care.,True
Dr. Khalid Masood,"General Physician",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Khalid Masood is a dedicated professional with a passion for patient care.,True
Dr. Nadeem Akhter,"General Physician",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Nadeem Akhter is a dedicated professional with a passion for patient care.,True
Dr. Ihsan Ul Haq,"General Physician",Sadiqabad,10.0,5.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ihsan Ul Haq is a dedicated professional with a passion for patient care.,False
Dr. Suhaib Arshad Chaudhry,"Eye Surgeon",Sadiqabad,10.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Suhaib Arshad Chaudhry is a dedicated professional with a passion for patient care.,True
Dr. Javed Anjum,"Neuro Surgeon",Sadiqabad,10.0,400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Javed Anjum is a dedicated professional with a passion for patient care.,True
Dr. Aisha Ch,"Dermatologist",Sahiwal,9.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Aisha Ch is a dedicated professional with a passion for patient care.,True
Dr. Rabbia Ijaz,"Dermatologist",Sahiwal,6.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Rabbia Ijaz is a dedicated professional with a passion for patient care.,False
Dr. Anwar Ul Haq,"Dermatologist",Sahiwal,30.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Anwar Ul Haq is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Waqas Arshad,"Neurologist",Lahore,9.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Asst. Prof. Dr. Waqas Arshad is a dedicated professional with a passion for patient care.,True
Dr. Batool Zahoor,"Neurologist",Sahiwal,11.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Batool Zahoor is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Asif,"Neurologist",Sahiwal,5.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Muhammad Asif is a dedicated professional with a passion for patient care.,True
Dr. Noor Ul Ain Rauf,"Gynecologist",No Address Available,6.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Noor Ul Ain Rauf is a dedicated professional with a passion for patient care.,False
Dr. Anam Jameel,"Gynecologist",No Address Available,5.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Anam Jameel is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Hassaan Yousaf Bhutta,"Gastroenterologist",Sahiwal,10.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Asst. Prof. Dr. Hassaan Yousaf Bhutta is a dedicated professional with a passion for patient care.,False
Dr. Shahid Pervaiz,"Pulmonologist / Lung Specialist",Sahiwal,14.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Shahid Pervaiz is a dedicated professional with a passion for patient care.,False
Dr. Aun Bin Shahid,"Pulmonologist / Lung Specialist",Sahiwal,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Aun Bin Shahid is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Muhammad Waseem,"Pulmonologist / Lung Specialist",Sahiwal,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Asst. Prof. Dr. Muhammad Waseem is a dedicated professional with a passion for patient care.,True
Dr. Sohail Nasir,"Pulmonologist / Lung Specialist",Sahiwal,32.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sohail Nasir is a dedicated professional with a passion for patient care.,True
Dr. M Shahid Pervaiz,"Pulmonologist / Lung Specialist",Sahiwal,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. M Shahid Pervaiz is a dedicated professional with a passion for patient care.,False
Dr. Saad Salman Ahmad,"Orthopedic Surgeon",Sahiwal,7.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Saad Salman Ahmad is a dedicated professional with a passion for patient care.,True
Dr. Ahsan Nawaz,"Orthopedic Surgeon",Sahiwal,7.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Ahsan Nawaz is a dedicated professional with a passion for patient care.,False
Dr. Arslan Ali,"Orthopedic Surgeon",Okara,13.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Arslan Ali is a dedicated professional with a passion for patient care.,True
Dr. M Hassan Ibrahim,"Orthopedic Surgeon",Sahiwal,7.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. M Hassan Ibrahim is a dedicated professional with a passion for patient care.,False
Dr. Humayun Israr,"Orthopedic Surgeon",Sahiwal,7.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Humayun Israr is a dedicated professional with a passion for patient care.,False
Dr. Omair Mustafa Dogar,"Pediatrician",No Address Available,10.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Omair Mustafa Dogar is a dedicated professional with a passion for patient care.,True
Dr. Abdur Rehman Ilyas,"General Physician",No Address Available,2.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdur Rehman Ilyas is a dedicated professional with a passion for patient care.,True
Dr. Rehana Irfan,"General Physician",No Address Available,20.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Rehana Irfan is a dedicated professional with a passion for patient care.,False
Dr. Saqib Manzoor,"General Physician",Pakpattan,2.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Saqib Manzoor is a dedicated professional with a passion for patient care.,True
Dr. Malik Azhar Ali Ahmad,"General Physician",No Address Available,28.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Malik Azhar Ali Ahmad is a dedicated professional with a passion for patient care.,True
Dr. Iqra Javed,"General Physician",No Address Available,4.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Iqra Javed is a dedicated professional with a passion for patient care.,True
Dr. Hafiza Maroofa Tariq,"General Physician",No Address Available,1.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Hafiza Maroofa Tariq is a dedicated professional with a passion for patient care.,False
Dr. Ameer Hamza,"Ent Specialist",Sahiwal,4.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ameer Hamza is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Numan Farooq,"General Physician",No Address Available,1.0,300.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Numan Farooq is a dedicated professional with a passion for patient care.,False
Dr. Luqman Akhtar,"General Physician",No Address Available,1.0,350.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Luqman Akhtar is a dedicated professional with a passion for patient care.,False
Dr. Saad Bin Waheed,"General Physician",No Address Available,4.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Saad Bin Waheed is a dedicated professional with a passion for patient care.,True
Dr. Noor Fatima,"General Physician",No Address Available,1.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Noor Fatima is a dedicated professional with a passion for patient care.,False
Dr. Nida E Zahra,"General Physician",No Address Available,4.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,50.0,Dr. Dr. Nida E Zahra is a dedicated professional with a passion for patient care.,True
Dr. Samee Ullah Khan,"Nephrologist",Sahiwal,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Samee Ullah Khan is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Ahmed Ayyaz,"Nephrologist",Sahiwal,12.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Asst. Prof. Dr. Ahmed Ayyaz is a dedicated professional with a passion for patient care.,True
Dr. Kamran Siddique,"Ent Specialist",Sahiwal,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Kamran Siddique is a dedicated professional with a passion for patient care.,True
Dr. Abdul Manan,"Ent Specialist",No Address Available,2.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdul Manan is a dedicated professional with a passion for patient care.,True
Dr. Asad Shah,"Neuro Surgeon",Lahore,8.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Asad Shah is a dedicated professional with a passion for patient care.,False
Dr. Muhammed Shahnawaz,"General Physician",Faisalabad,6.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammed Shahnawaz is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Anees,"General Physician",Samundri,3.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Anees is a dedicated professional with a passion for patient care.,True
Dr. Asif Ali,"Orthopedic Surgeon",Hyderabad,5.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Asif Ali is a dedicated professional with a passion for patient care.,True
Dr. Afia Shareef Chaudhary,"Gynecologist",No Address Available,11.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Afia Shareef Chaudhary is a dedicated professional with a passion for patient care.,True
Dr. Beenish Anwar,"Dermatologist",Sheikhupura,5.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Beenish Anwar is a dedicated professional with a passion for patient care.,False
Dr. Moazzam Javaid Cheema,"Neurologist",Gujranwala,10.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Moazzam Javaid Cheema is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Umer Farooq,"Neurologist",Sialkot,8.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Umer Farooq is a dedicated professional with a passion for patient care.,True
Dr. Shumaila Qayyum,"Gynecologist",No Address Available,18.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Shumaila Qayyum is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Sabir Ashraf,"Urologist",Sheikhupura,14.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Muhammad Sabir Ashraf is a dedicated professional with a passion for patient care.,True
Dr. Salman Ahmad Ansari,"Gastroenterologist",Sheikhupura,11.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Salman Ahmad Ansari is a dedicated professional with a passion for patient care.,False
Dr. Cap Muhammad Imran,"Gastroenterologist",No Address Available,25.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Cap Muhammad Imran is a dedicated professional with a passion for patient care.,False
